CardNo,CardCount,Money
165976,23,64.6
165978,5,45.5
165979,89,307.70000000000005
165982,95,226.89999999999998
165983,116,274.7
165986,3,10.3
165988,52,166.3
165989,33,147.7
165990,5,13.4
165992,1,3.0
165993,3,22.0
166002,102,218.3
166003,13,62.5
166008,52,206.2
166011,114,401.7999999999997
166014,46,132.00000000000003
166015,50,229.5999999999999
166024,109,405.6999999999999
166028,56,195.29999999999998
166031,64,193.79999999999998
166034,62,203.9
166186,2,8.0
166187,42,129.39999999999998
166188,14,48.14999999999999
166189,15,72.5
166190,12,30.800000000000004
166191,13,63.7
166192,9,17.4
166193,5,5.3
166194,15,29.6
166195,6,18.799999999999997
166196,4,15.0
166197,1,0.0
166235,2,50.0
166236,127,351.3999999999999
166238,17,49.900000000000006
166244,104,301.3999999999999
166246,13,81.7
166252,123,400.90000000000003
166260,2,50.0
166274,1,5.0
166276,17,57.4
166309,5,21.6
166315,16,46.79999999999999
166332,60,500.4000000000001
166348,87,367.29999999999984
166352,88,505.50000000000006
166353,1,6.0
166369,6,31.5
166593,2,12.0
166601,52,278.4
166911,59,151.4
167054,39,191.4
167065,2,32.4
167069,1,40.0
167070,37,168.79999999999995
167073,3,9.5
167080,23,55.9
167097,1,6.0
167104,17,97.9
167106,50,248.2
167114,2,3.1
167117,46,113.4
167127,38,98.2
167134,133,402.0999999999999
167140,8,49.0
167143,53,254.19999999999996
167144,152,521.5
167155,88,272.29999999999995
167156,61,293.29999999999995
167157,21,103.80000000000001
167158,55,194.0
167163,30,505.0
167167,7,44.0
167168,139,1059.6
167169,3,5.0
167172,30,160.4
167178,31,443.0
167179,54,175.89999999999998
167181,13,54.800000000000004
167182,73,118.90000000000002
167183,1,0.0
167187,30,83.9
167190,145,470.9000000000001
167191,54,324.2
167193,57,398.8000000000002
167196,61,350.3999999999999
167206,25,80.5
167217,48,264.79999999999995
167218,54,304.00000000000006
167220,61,221.29999999999998
167223,46,119.39999999999989
167234,2,1.6
167240,8,54.0
167246,145,545.0800000000002
167249,1,0.0
167250,34,167.4
167268,79,268.3
167275,34,349.4
167277,16,78.0
167280,1,76.33
167281,40,200.20000000000002
167283,155,421.7000000000002
167285,17,76.69999999999999
167286,1,2.4
167287,3,9.600000000000001
167290,48,299.29999999999995
167291,142,354.69999999999993
167293,22,65.0
167298,150,498.4000000000003
167308,18,107.0
167309,42,199.5
167310,75,326.6
167314,29,96.7
167317,54,321.79999999999995
167319,26,51.300000000000004
167337,17,95.5
167338,8,42.0
167340,63,379.0
167344,16,51.7
167347,83,291.3999999999999
167350,37,172.0
167353,2,11.0
167358,74,327.20000000000005
167369,18,43.6
167377,161,608.5999999999993
167394,25,117.5
167398,55,346.0
167403,54,291.0
167413,1,1.6
167419,11,61.800000000000004
167422,54,267.6
167431,64,223.69999999999996
167433,1,2.1
167437,86,280.0
167457,47,208.39999999999998
167458,9,23.9
167462,2,4.5
167469,11,26.599999999999998
167472,25,137.5
167474,1,2.0
167476,148,420.10000000000025
167479,22,56.6
167483,77,384.90000000000003
167486,60,274.6
167487,26,171.39999999999998
167489,124,801.5900000000003
167493,109,447.9999999999999
167504,42,199.4
167505,68,335.9000000000001
167507,39,508.80000000000007
167510,82,297.0
167514,49,124.80000000000001
167518,85,208.5
167524,78,362.99999999999994
167525,36,124.7
167534,80,355.70000000000005
167536,9,56.5
167537,43,203.49999999999997
167539,49,432.09999999999997
167540,61,304.20000000000005
167541,55,216.1
167549,2,12.1
167552,41,211.9
167555,13,86.0
167556,8,30.6
167563,41,109.50000000000001
167572,38,468.3
167574,28,278.4
167575,59,249.29999999999995
167576,64,318.5
167582,55,204.6
167585,32,76.10000000000002
167592,53,181.39999999999995
167593,49,248.9
167595,113,500.2000000000001
167596,42,169.29999999999998
167598,60,348.5
167602,90,410.80000000000007
167608,55,197.29999999999998
167612,36,67.7
167614,16,98.0
167623,76,379.9000000000001
167630,38,233.5
167632,1,1.0
167633,94,315.19999999999993
167634,52,221.29999999999995
167635,7,42.9
167637,34,250.1
167641,4,3.9
167644,81,308.9
167647,40,111.2
167658,2,20.0
167662,43,163.7
167672,89,347.6
167674,12,39.800000000000004
167685,82,298.6999999999999
167686,45,178.49999999999997
167688,59,635.0
167697,57,188.7
167698,88,646.3000000000002
167705,45,145.4
167706,61,253.70000000000002
167708,79,379.7
167712,160,339.0999999999998
167714,112,330.19999999999993
167715,18,95.69999999999999
167718,60,517.9
167719,12,87.7
167720,21,95.19999999999997
167722,103,488.40000000000003
167729,50,364.0
167735,16,114.9
167742,99,332.8
167746,6,14.8
167756,92,543.0
167759,12,53.00000000000001
167760,42,197.79999999999998
167766,61,336.6
167767,63,203.5
167769,46,200.99999999999997
167776,7,22.4
167778,93,277.29999999999995
167785,66,280.17999999999995
167788,62,488.00000000000006
167790,7,59.0
167792,89,284.8
167793,28,147.1
167798,53,309.3999999999999
167801,2,0.7999999999999999
167803,87,225.20000000000005
167816,13,48.1
167817,18,102.3
167822,81,722.48
167823,57,189.29999999999995
167829,17,70.69999999999999
167830,1,8.3
167836,53,223.49999999999994
167837,106,251.30000000000013
167842,65,261.7
167845,41,168.19999999999996
167848,87,327.5999999999999
167849,49,172.4
167854,123,437.6
167857,22,99.19999999999999
167858,18,186.5
167866,57,268.20000000000005
167867,58,258.1
167878,16,40.5
167882,54,152.3
167884,79,253.1
167890,54,131.30000000000004
167893,6,12.3
167902,42,139.20000000000002
167907,111,394.70000000000016
167913,114,618.9000000000001
167918,6,21.5
167921,77,425.79999999999995
167922,6,41.2
167926,111,374.6
167927,16,107.10000000000001
167928,25,195.60000000000002
167931,12,97.6
167948,2,76.0
167961,18,90.89999999999999
167963,94,399.20000000000016
167966,4,20.5
167968,45,439.70000000000016
167969,15,65.2
167971,60,449.1000000000001
167974,50,105.60000000000004
167992,11,25.4
167998,57,237.60000000000005
168003,1,0.5
168005,54,389.9
168007,41,77.2
168016,53,93.1
168019,91,398.7
168026,2,10.9
168030,18,107.7
168035,57,202.5
168036,92,256.40000000000003
168040,30,150.00000000000003
168043,10,46.5
168044,39,228.7
168048,33,200.3
168054,27,156.6
168063,85,171.29999999999995
168064,4,103.0
168068,7,24.1
168073,31,99.10000000000001
168079,1,2.0
168080,88,410.4000000000001
168082,2,7.5
168084,42,352.00000000000006
168085,98,450.90000000000015
168099,58,202.60000000000002
168100,105,349.30000000000007
168106,30,146.60000000000002
168108,1,1.7
168110,2,32.0
168111,81,188.6
168116,104,229.5
168120,48,171.09999999999997
168128,38,145.0
168129,85,220.79999999999998
168137,50,267.6
168139,44,245.40000000000003
168142,106,586.1000000000001
168148,65,284.5999999999999
168150,113,383.00000000000006
168153,48,187.89999999999998
168154,9,47.5
168158,65,280.9
168159,139,359.59999999999997
168164,92,220.70000000000002
168168,30,148.7
168169,11,86.5
168172,1,0.4
168173,141,427.6000000000001
168176,115,320.19999999999993
168180,30,143.39999999999998
168183,102,413.0000000000001
168189,58,297.1
168191,7,45.0
168198,18,54.8
168199,3,81.7
168202,40,175.70000000000005
168204,2,4.0
168205,67,372.29999999999995
168208,9,41.5
168211,64,228.29999999999995
168215,21,101.89999999999999
168216,28,192.19999999999996
168220,44,198.89999999999998
168226,4,8.6
168227,2,5.1
168230,69,341.70000000000005
168235,30,115.59999999999997
168239,96,455.00000000000017
168249,83,201.9
168254,88,329.99999999999994
168257,85,637.7
168258,28,145.70000000000002
168259,105,187.1000000000001
168261,1,97.1
168263,81,287.9
168264,14,118.6
168266,24,199.7
168267,8,10.0
168269,20,119.6
168273,2,1.0
168279,57,240.29999999999998
168280,51,232.40000000000003
168282,25,160.6
168284,46,165.10000000000002
168288,2,4.2
168293,67,175.10000000000002
168296,86,8839.300000000001
168300,46,204.1
168303,47,229.8
170001,52,235.5
170002,38,450.7000000000001
170003,59,223.6
170004,32,112.9
170006,48,208.50000000000003
170010,62,145.49999999999997
170011,72,207.59999999999997
170012,2,11.3
170014,13,55.5
170015,80,291.0
170016,60,279.3
170018,45,56.59999999999999
170020,86,452.70000000000005
170021,16,43.7
170022,20,66.9
170025,39,152.0
170026,85,419.40000000000015
170028,69,998.6000000000001
170029,41,194.7
170030,11,37.0
170031,22,100.9
170032,76,222.8
170034,38,95.50000000000001
170037,10,8.800000000000002
170038,29,41.2
170039,62,350.9
170041,34,304.0
170043,4,20.0
170044,16,58.400000000000006
170045,36,242.79999999999998
170046,46,146.8
170047,61,220.6
170049,52,252.99999999999997
170051,52,218.7
170052,28,52.7
170054,39,176.4
170055,65,152.3
170057,54,225.4
170059,26,52.6
170062,78,192.99999999999997
170064,19,140.0
170066,52,271.9
170068,66,227.09999999999997
170069,38,136.7
170070,46,267.29999999999995
170071,54,169.1
170073,59,240.09999999999994
170074,61,232.09999999999994
170075,56,195.10000000000002
170077,35,107.60000000000001
170079,18,58.900000000000006
170080,21,69.5
170081,15,79.30000000000001
170084,131,508.7
170085,91,336.59999999999997
170087,49,189.10000000000002
170091,58,266.2
170092,28,102.50000000000001
170094,26,190.60000000000002
170095,16,89.9
170097,114,320.7999999999999
170098,60,210.83999999999995
170099,30,62.599999999999994
170100,18,70.7
170103,26,152.2
170104,43,190.1
170106,69,210.8
170107,98,362.69999999999993
170110,49,276.5
170111,61,223.9
170112,71,151.6
170114,40,223.9
170115,56,265.4
170117,28,94.30000000000001
170118,30,182.39999999999998
170119,38,234.19999999999996
170120,5,21.5
170121,99,407.6000000000002
170122,96,268.5999999999999
170125,33,183.5
170127,27,60.699999999999996
170129,27,130.3
170130,6,26.1
170133,61,248.8
170134,2,12.5
170135,73,226.89999999999992
170137,69,269.90000000000003
170138,19,84.4
170142,53,189.29999999999998
170143,14,44.0
170145,56,249.79999999999995
170147,45,190.8
170150,4,58.0
170154,67,243.3
170155,11,47.6
170158,5,37.5
170160,19,53.8
170161,22,50.4
170162,27,75.0
170163,100,254.3
170171,21,47.199999999999996
170172,33,105.79999999999998
170174,63,341.8
170175,31,103.5
170178,53,171.70000000000005
170180,29,118.90000000000002
170181,20,313.7
170182,101,376.79999999999995
170183,135,398.79999999999984
170184,10,20.299999999999997
170186,36,162.70000000000002
170187,14,53.9
170188,23,97.09999999999998
170189,138,496.60000000000025
170190,21,50.1
170191,17,42.4
170192,52,209.9
170193,61,253.3
170194,19,57.9
170195,33,144.7
170196,27,83.5
170197,36,78.5
170198,46,207.3
170199,26,75.0
170200,67,269.2
170201,49,220.29999999999998
170203,6,116.1
170204,47,201.00000000000003
170205,5,51.5
170206,65,335.9
170207,68,202.1
170210,10,49.2
170212,69,307.59999999999997
170213,35,142.5
170214,32,127.8
170215,113,497.79999999999995
170216,113,525.2000000000003
170217,15,41.4
170218,86,279.80000000000007
170219,70,254.5
170221,55,118.0
170222,65,529.3000000000001
170223,13,35.599999999999994
170224,66,234.90000000000003
170225,1,18.4
170226,75,327.7
170227,15,136.79999999999998
170229,101,199.20000000000007
170231,14,49.5
170233,49,271.1
170234,50,324.80000000000007
170236,47,249.7
170238,72,196.89999999999998
170241,16,50.199999999999996
170242,19,143.1
170243,38,102.89999999999998
170244,56,241.10000000000002
170250,66,350.1
170252,61,259.4
170253,33,140.79999999999998
170256,87,290.2
170257,80,234.8999999999999
170258,89,250.00000000000009
170259,110,255.40000000000003
170260,88,369.8999999999999
170261,108,251.0
170262,3,20.0
170263,33,69.10000000000001
170264,11,68.6
170265,12,31.200000000000003
170271,133,414.2
170272,87,212.50000000000003
170273,56,183.6
170274,29,107.5
170275,26,216.6
170276,51,127.20000000000002
170278,76,239.3
170279,77,164.09999999999994
170280,27,78.9
170281,79,285.99999999999994
170285,37,212.69999999999996
170286,65,375.0
170287,22,87.30000000000001
170288,128,325.7
170289,1,0.2
170291,119,421.30000000000024
170292,75,344.89999999999986
170295,40,209.79999999999998
170296,22,94.10000000000001
170297,110,290.0
170298,82,326.69999999999993
170300,68,327.9
170301,19,75.5
170303,25,110.40000000000002
170304,66,153.20000000000002
170305,104,246.20000000000013
170306,9,32.9
170307,39,62.90000000000001
170308,72,173.29999999999998
170311,73,215.29999999999998
170312,122,370.30000000000024
170313,162,351.6999999999999
170314,76,194.40000000000003
170317,73,152.80000000000004
170318,96,297.30000000000007
170321,68,201.40000000000003
170324,93,335.30000000000007
170326,24,92.80000000000001
170327,22,87.89999999999998
170328,4,21.0
170331,34,150.60000000000002
170333,52,156.99999999999997
170334,54,185.0
170335,124,323.99999999999994
170336,56,270.2
170340,40,137.1
170341,31,75.80000000000001
170342,68,328.40000000000003
170343,93,309.30000000000007
170344,148,352.4999999999999
170345,57,268.4
170346,63,366.9
170347,63,128.90000000000003
170348,27,54.79999999999999
170351,134,268.9000000000001
170352,67,133.59999999999994
170356,58,159.8
170357,95,534.7
170361,86,475.79999999999995
170362,28,142.7
170366,112,490.4999999999999
170367,1,100.0
170371,81,208.20000000000007
170375,1,24.9
170377,78,366.69999999999993
170378,10,32.7
170382,68,245.29999999999998
170383,90,345.2000000000001
170384,128,338.2000000000001
170385,104,349.4000000000001
170387,39,100.00000000000003
170390,90,259.8999999999999
170392,17,84.5
170394,71,253.59999999999997
170396,59,204.2
170397,1,122.95
170400,56,190.60000000000002
170401,95,288.79999999999995
170402,134,283.5
170403,106,393.3999999999999
170404,64,150.29999999999998
170405,69,389.1
170407,19,103.39999999999999
170408,44,194.39999999999998
170409,97,265.40000000000003
170410,122,398.6
170411,63,154.5
170414,48,393.5
170416,46,240.2
170417,58,224.69999999999996
170418,53,410.5
170419,44,131.3
170420,108,580.9
170421,22,114.30000000000001
170423,88,179.2999999999999
170425,85,200.10000000000002
170426,90,233.10000000000005
170427,61,295.8
170428,40,225.70000000000002
170431,87,269.79999999999995
170432,5,44.9
170433,60,205.6
170434,59,248.59999999999994
170435,48,140.10000000000002
170436,56,253.7
170437,8,27.7
170438,81,180.59999999999997
170439,55,166.09999999999997
170440,95,387.0
170441,30,78.5
170443,82,351.99999999999994
170445,10,30.5
170446,4,7.4
170447,79,262.8
170448,48,227.59999999999997
170450,138,437.9
170454,1,2.0
170455,31,178.89999999999998
170456,92,297.9999999999999
170457,75,192.2
170458,84,301.9
170459,4,7.0
170460,80,259.20000000000005
170463,109,380.6000000000001
170464,10,47.7
170466,142,336.0
170472,64,103.09999999999998
170473,119,404.0999999999999
170474,121,384.5999999999999
170475,97,301.59999999999997
170476,20,51.3
170477,19,78.69999999999999
170480,43,166.79999999999995
170482,47,160.7
170483,32,176.8
170485,77,534.6
170487,1,1.0
170489,18,114.8
170493,134,365.9999999999999
170494,85,372.1000000000002
170496,44,180.29999999999995
170498,39,193.0
170502,6,20.7
170503,105,285.1
170505,7,34.5
170507,94,332.2999999999999
170508,72,241.3
170510,8,20.1
170511,52,268.79999999999995
170512,47,251.4
170514,56,346.7
170515,93,219.70000000000007
170516,1,36.8
170517,76,323.6
170518,87,772.7
170519,56,252.39999999999995
170520,76,186.29999999999998
170523,60,255.79999999999998
170524,94,480.5
170525,93,205.2
170526,57,305.59999999999997
170527,70,110.50000000000004
170531,187,443.5000000000003
170532,35,175.0
170533,76,619.9000000000001
170535,101,388.5
170536,21,69.1
170537,51,128.89999999999998
170538,99,703.8000000000005
170539,25,97.0
170541,64,232.40000000000003
170542,106,422.09999999999985
170545,107,304.7999999999999
170546,83,328.5
170547,147,521.1000000000003
170549,57,284.1
170550,25,82.4
170554,128,303.30000000000007
170556,71,176.60000000000005
170557,53,272.40000000000003
170563,79,394.00000000000006
170565,33,165.89999999999995
170567,77,268.09999999999997
170568,24,97.6
170570,67,272.70000000000005
170571,22,119.6
170572,32,86.8
170573,80,362.30000000000007
170574,58,209.90000000000003
170577,62,259.09999999999997
170578,125,234.40000000000006
170579,63,229.8
170580,20,60.4
170582,82,555.3
170585,24,99.4
170588,1,72.3
170590,69,384.7
170592,56,249.99999999999997
170594,139,259.30000000000007
170595,8,151.1
170596,71,200.7
170600,41,147.49999999999997
170601,72,248.1
170604,10,41.8
170605,97,366.7
170606,76,500.09999999999997
170609,81,289.9
170610,31,114.8
170611,50,157.39999999999998
170613,121,278.29999999999995
170614,59,164.89999999999998
170616,56,113.40000000000002
170618,73,372.00000000000017
170622,60,167.00000000000003
170624,92,437.9999999999998
170625,76,370.50000000000006
170627,123,444.2399999999996
170628,54,229.2
170629,48,125.00000000000001
170631,89,167.5
170632,102,197.80000000000007
170633,59,194.4
170634,32,155.20000000000002
170635,71,234.39999999999998
170636,77,452.80000000000007
170637,63,325.1
170639,55,239.29999999999995
170640,2,11.0
170642,49,329.70000000000005
170643,39,137.90000000000003
170645,90,811.1000000000001
170647,83,239.9
170649,127,398.7999999999999
170651,49,255.09999999999997
170652,1,118.9
170653,1,47.5
170654,53,292.90000000000003
170655,67,180.60000000000002
170657,69,193.40000000000006
170661,66,205.29999999999998
170665,69,163.90000000000006
170667,68,287.09999999999997
170668,103,613.7
170671,81,271.80000000000007
170673,59,494.1
170674,64,217.70000000000005
170675,144,378.8999999999998
170679,90,425.3000000000002
170680,95,337.29999999999995
170681,5,15.2
170683,1,49.4
170688,33,152.5
170689,75,278.7
170691,43,152.6
170692,61,199.60000000000005
170693,2,150.0
170694,35,78.1
170695,1,109.5
170696,120,302.4
170698,72,358.9
170701,61,334.0
170703,27,91.6
170704,58,234.49999999999997
170707,6,42.5
170709,78,216.70000000000002
